Product Name,Prices,Description,Reviews,Product Link
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)","₹15,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera6000 mAh Lithium ion BatteryMediaTek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.3,https://www.flipkart.com/samsung-galaxy-f15-5g-jazzy-green-128-gb/p/itm837e04e38f8dd?pid=MOBHYFPPYRCQZMHG&lid=LSTMOBHYFPPYRCQZMHGYDVLHO&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_3_55&otracker=search&otracker1=search&fm=organic&iid=c3e2b1b1-ad84-4ef8-83fb-8a72a5aa2b37.MOBHYFPPYRCQZMHG.SEARCH&ppt=None&ppn=None&ssid=mn7y7b6asg0000001720472121042&qH=22bbfb4cd5d2103a
"realme NARZO 70X 5G (ICE BLUE, 128 GB)","₹12,885",6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6100+ 5G Chipset Processor1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3,https://www.flipkart.com/realme-narzo-70x-5g-ice-blue-128-gb/p/itm4ef66169ea11b?pid=MOBHYCWQUSWGF6FT&lid=LSTMOBHYCWQUSWGF6FTEN5QP1&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_3_56&otracker=search&otracker1=search&fm=organic&iid=c3e2b1b1-ad84-4ef8-83fb-8a72a5aa2b37.MOBHYCWQUSWGF6FT.SEARCH&ppt=None&ppn=None&ssid=mn7y7b6asg0000001720472121042&qH=22bbfb4cd5d2103a
"OnePlus Nord CE4 lite 5G (SUPER SILVER, 128 GB)","₹19,903",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5500 mAh Battery1 year,4.4,https://www.flipkart.com/oneplus-nord-ce4-lite-5g-super-silver-128-gb/p/itm8fd5fdf300955?pid=MOBH25ZDPHNF38XJ&lid=LSTMOBH25ZDPHNF38XJTNTSBD&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_3_57&otracker=search&otracker1=search&fm=organic&iid=c3e2b1b1-ad84-4ef8-83fb-8a72a5aa2b37.MOBH25ZDPHNF38XJ.SEARCH&ppt=None&ppn=None&ssid=mn7y7b6asg0000001720472121042&qH=22bbfb4cd5d2103a
"REDMI Note 13 5G (Prism Gold, 128 GB)","₹16,041",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera5000 mAh Battery1 Year Brand Warranty,4.2,https://www.flipkart.com/redmi-note-13-5g-prism-gold-128-gb/p/itm82475e073eb2e?pid=MOBGXYWXMQEFE9VH&lid=LSTMOBGXYWXMQEFE9VHKBHVE7&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_3_58&otracker=search&otracker1=search&fm=organic&iid=c3e2b1b1-ad84-4ef8-83fb-8a72a5aa2b37.MOBGXYWXMQEFE9VH.SEARCH&ppt=None&ppn=None&ssid=mn7y7b6asg0000001720472121042&qH=22bbfb4cd5d2103a
"realme Narzo 70 Pro 5G (Glass Gold, 256 GB)","₹18,546",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5000 mAh Battery1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3,https://www.flipkart.com/realme-narzo-70-pro-5g-glass-gold-256-gb/p/itm2742a62e69f5a?pid=MOBGZ5MRKJYQUKGN&lid=LSTMOBGZ5MRKJYQUKGNOOTHOW&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_3_59&otracker=search&otracker1=search&fm=organic&iid=c3e2b1b1-ad84-4ef8-83fb-8a72a5aa2b37.MOBGZ5MRKJYQUKGN.SEARCH&ppt=None&ppn=None&ssid=mn7y7b6asg0000001720472121042&qH=22bbfb4cd5d2103a
"realme NARZO 70 5G (ICE BLUE, 128 GB)","₹15,924",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP Rear Camera | 16MP Front Camera5000 mAh Battery1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3,https://www.flipkart.com/realme-narzo-70-5g-ice-blue-128-gb/p/itm0d29cc0b3111b?pid=MOBHYFDAA4PXGHZJ&lid=LSTMOBHYFDAA4PXGHZJHYOMK3&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_3_60&otracker=search&otracker1=search&fm=organic&iid=c3e2b1b1-ad84-4ef8-83fb-8a72a5aa2b37.MOBHYFDAA4PXGHZJ.SEARCH&ppt=None&ppn=None&ssid=mn7y7b6asg0000001720472121042&qH=22bbfb4cd5d2103a
"realme NARZO 70 5G (FOREST GREEN, 128 GB)","₹16,998",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP Rear Camera | 16MP Front Camera5000 mAh Battery1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3,https://www.flipkart.com/realme-narzo-70-5g-forest-green-128-gb/p/itm0d29cc0b3111b?pid=MOBHYFDAZG9PG4NR&lid=LSTMOBHYFDAZG9PG4NRDGUXT5&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_3_61&otracker=search&otracker1=search&fm=organic&iid=c3e2b1b1-ad84-4ef8-83fb-8a72a5aa2b37.MOBHYFDAZG9PG4NR.SEARCH&ppt=None&ppn=None&ssid=mn7y7b6asg0000001720472121042&qH=22bbfb4cd5d2103a
"IQOO Z9X (Storm Grey, 128 GB)","₹16,208",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP Rear Camera6000 mAh Battery1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories,4.3,https://www.flipkart.com/iqoo-z9x-storm-grey-128-gb/p/itm4d9c6a737d29d?pid=MOBHF3PNPNY6RYUQ&lid=LSTMOBHF3PNPNY6RYUQZV86AU&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_3_62&otracker=search&otracker1=search&fm=organic&iid=c3e2b1b1-ad84-4ef8-83fb-8a72a5aa2b37.MOBHF3PNPNY6RYUQ.SEARCH&ppt=None&ppn=None&ssid=mn7y7b6asg0000001720472121042&qH=22bbfb4cd5d2103a
"REDMI 12 5G (Moonstone Silver, 256 GB)","₹13,838",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://www.flipkart.com/redmi-12-5g-moonstone-silver-256-gb/p/itm035be5dca93db?pid=MOBGZF9P4ZUCBJCE&lid=LSTMOBGZF9P4ZUCBJCEUHVABP&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_3_63&otracker=search&otracker1=search&fm=organic&iid=c3e2b1b1-ad84-4ef8-83fb-8a72a5aa2b37.MOBGZF9P4ZUCBJCE.SEARCH&ppt=None&ppn=None&ssid=mn7y7b6asg0000001720472121042&qH=22bbfb4cd5d2103a
"realme narzo 70 5G (Forest Green, 128 GB)","₹14,960",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP Rear Camera5000 mAh Battery1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3,https://www.flipkart.com/realme-narzo-70-5g-forest-green-128-gb/p/itm0d29cc0b3111b?pid=MOBHYATKWFS6DTZZ&lid=LSTMOBHYATKWFS6DTZZVMOO8W&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_3_64&otracker=search&otracker1=search&fm=organic&iid=c3e2b1b1-ad84-4ef8-83fb-8a72a5aa2b37.MOBHYATKWFS6DTZZ.SEARCH&ppt=None&ppn=None&ssid=mn7y7b6asg0000001720472121042&qH=22bbfb4cd5d2103a
"REDMI Note 13 5G (Stealth Black, 128 GB)","₹16,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://www.flipkart.com/redmi-note-13-5g-stealth-black-128-gb/p/itmc3c15b49fe943?pid=MOBGZDPUYX7CSDWV&lid=LSTMOBGZDPUYX7CSDWVNYQHLV&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_3_65&otracker=search&otracker1=search&fm=organic&iid=c3e2b1b1-ad84-4ef8-83fb-8a72a5aa2b37.MOBGZDPUYX7CSDWV.SEARCH&ppt=None&ppn=None&ssid=mn7y7b6asg0000001720472121042&qH=22bbfb4cd5d2103a
"POCO X6 Neo 5G (Horizon Blue, 128 GB)","₹14,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1,https://www.flipkart.com/poco-x6-neo-5g-horizon-blue-128-gb/p/itmd18a36cf08b2d?pid=MOBGYQ6BEE35HBQK&lid=LSTMOBGYQ6BEE35HBQKUT2TLA&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_3_66&otracker=search&otracker1=search&fm=organic&iid=c3e2b1b1-ad84-4ef8-83fb-8a72a5aa2b37.MOBGYQ6BEE35HBQK.SEARCH&ppt=None&ppn=None&ssid=mn7y7b6asg0000001720472121042&qH=22bbfb4cd5d2103a
"IQOO z9x (Storm Grey, 128 GB)","₹15,408",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh BatteryQualcomm SM6450 Snapdragon 6 Gen 1 Processor1 Year on Handset and 6 Months on Accessories,4.3,https://www.flipkart.com/iqoo-z9x-storm-grey-128-gb/p/itm37ed9034fd805?pid=MOBHF76CS9GHC4GP&lid=LSTMOBHF76CS9GHC4GPIQ1YZW&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_3_67&otracker=search&otracker1=search&fm=organic&iid=c3e2b1b1-ad84-4ef8-83fb-8a72a5aa2b37.MOBHF76CS9GHC4GP.SEARCH&ppt=None&ppn=None&ssid=mn7y7b6asg0000001720472121042&qH=22bbfb4cd5d2103a
"OnePlus Nord CE 2 Lite 5G (Black Dusk, 128 GB)","₹16,784",6 GB RAM | 128 GB ROM16.74 cm (6.59 inch) Display64MP Rear Camera | 16MP Front Camera5000 mAh Battery12 months,4.4,https://www.flipkart.com/oneplus-nord-ce-2-lite-5g-black-dusk-128-gb/p/itm537fc2aa73747?pid=MOBGHBZHB7YJT5HF&lid=LSTMOBGHBZHB7YJT5HFXEVDZE&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_3_68&otracker=search&otracker1=search&fm=organic&iid=c3e2b1b1-ad84-4ef8-83fb-8a72a5aa2b37.MOBGHBZHB7YJT5HF.SEARCH&ppt=None&ppn=None&ssid=mn7y7b6asg0000001720472121042&qH=22bbfb4cd5d2103a
"realme Narzo 70 Pro 5G (Glass Green, 256 GB)","₹18,869",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5000 mAh Battery1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3,https://www.flipkart.com/realme-narzo-70-pro-5g-glass-green-256-gb/p/itm2742a62e69f5a?pid=MOBGZ5MGZY6HXZWC&lid=LSTMOBGZ5MGZY6HXZWCYMWYRQ&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_3_69&otracker=search&otracker1=search&fm=organic&iid=c3e2b1b1-ad84-4ef8-83fb-8a72a5aa2b37.MOBGZ5MGZY6HXZWC.SEARCH&ppt=None&ppn=None&ssid=mn7y7b6asg0000001720472121042&qH=22bbfb4cd5d2103a
"REDMI Note 13 5G (Arctic White, 256 GB)","₹19,599",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera5000 mAh Battery1 Year Brand Warranty,4.1,https://www.flipkart.com/redmi-note-13-5g-arctic-white-256-gb/p/itm82475e073eb2e?pid=MOBGXYWWRS3CPZVD&lid=LSTMOBGXYWWRS3CPZVD0HIETS&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_3_70&otracker=search&otracker1=search&fm=organic&iid=c3e2b1b1-ad84-4ef8-83fb-8a72a5aa2b37.MOBGXYWWRS3CPZVD.SEARCH&ppt=None&ppn=None&ssid=mn7y7b6asg0000001720472121042&qH=22bbfb4cd5d2103a
"REDMI Note 13 5G (Stealth Black, 256 GB)","₹17,758",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera5000 mAh Battery1 Year Brand Warranty,4.1,https://www.flipkart.com/redmi-note-13-5g-stealth-black-256-gb/p/itm82475e073eb2e?pid=MOBGXYWXGECSEU3E&lid=LSTMOBGXYWXGECSEU3ERYJUDK&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_3_71&otracker=search&otracker1=search&fm=organic&iid=c3e2b1b1-ad84-4ef8-83fb-8a72a5aa2b37.MOBGXYWXGECSEU3E.SEARCH&ppt=None&ppn=None&ssid=mn7y7b6asg0000001720472121042&qH=22bbfb4cd5d2103a
"REDMI Note 13 5G (Prism Gold, 256 GB)","₹19,440",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera5000 mAh Battery1 Year Brand Warranty,4.1,https://www.flipkart.com/redmi-note-13-5g-prism-gold-256-gb/p/itm82475e073eb2e?pid=MOBGXFFKKX8HWPHZ&lid=LSTMOBGXFFKKX8HWPHZFL7LEG&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_3_72&otracker=search&otracker1=search&fm=organic&iid=c3e2b1b1-ad84-4ef8-83fb-8a72a5aa2b37.MOBGXFFKKX8HWPHZ.SEARCH&ppt=None&ppn=None&ssid=mn7y7b6asg0000001720472121042&qH=22bbfb4cd5d2103a
"SAMSUNG Galaxy M14 5G (Smoky Teal, 128 GB)","₹11,498",4 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 year for handset and 6 month for accessories,4.2,https://www.flipkart.com/samsung-galaxy-m14-5g-smoky-teal-128-gb/p/itm922004d76b4f7?pid=MOBGZWSZRKVHMZHW&lid=LSTMOBGZWSZRKVHMZHWNIDPDT&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_4_73&otracker=search&otracker1=search&fm=organic&iid=6ac9d014-6ba4-4ebb-a7fb-38aa774b891e.MOBGZWSZRKVHMZHW.SEARCH&ppt=None&ppn=None&ssid=e0y091wgsg0000001720472121585&qH=22bbfb4cd5d2103a
"SAMSUNG Galaxy M34 5G without charger (Midnight Blue, 128 GB)","₹14,205",6 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories,4.2,https://www.flipkart.com/samsung-galaxy-m34-5g-without-charger-midnight-blue-128-gb/p/itmc59f8958105c0?pid=MOBGRTUHPZZYJYFR&lid=LSTMOBGRTUHPZZYJYFRNDNYSZ&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_4_74&otracker=search&otracker1=search&fm=organic&iid=6ac9d014-6ba4-4ebb-a7fb-38aa774b891e.MOBGRTUHPZZYJYFR.SEARCH&ppt=None&ppn=None&ssid=e0y091wgsg0000001720472121585&qH=22bbfb4cd5d2103a
"SAMSUNG Galaxy M34 5G without charger (Prism Silver, 128 GB)","₹14,368",6 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories,4.2,https://www.flipkart.com/samsung-galaxy-m34-5g-without-charger-prism-silver-128-gb/p/itmc59f8958105c0?pid=MOBGRHRHVKPAV94B&lid=LSTMOBGRHRHVKPAV94BXIHJCP&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_4_75&otracker=search&otracker1=search&fm=organic&iid=6ac9d014-6ba4-4ebb-a7fb-38aa774b891e.MOBGRHRHVKPAV94B.SEARCH&ppt=None&ppn=None&ssid=e0y091wgsg0000001720472121585&qH=22bbfb4cd5d2103a
"Tecno POVA 5 Pro 5G (Dark Illusion, 256 GB)","₹15,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.22 cm (6.78 inch) Full HD+ Display50MP + 0.08MP | 16MP Front Camera5000 mAh BatteryMediaTek Dimensity 6080 ProcessorDomestic Warranty of 12 Months on Phone & 6 Months on Accessories,4.2,https://www.flipkart.com/tecno-pova-5-pro-5g-dark-illusion-256-gb/p/itm93615920884a2?pid=MOBGW4KGJJH7PMZF&lid=LSTMOBGW4KGJJH7PMZFO8YSLB&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_4_76&otracker=search&otracker1=search&fm=organic&iid=6ac9d014-6ba4-4ebb-a7fb-38aa774b891e.MOBGW4KGJJH7PMZF.SEARCH&ppt=None&ppn=None&ssid=e0y091wgsg0000001720472121585&qH=22bbfb4cd5d2103a
"REDMI Note 13 5G (Arctic White, 128 GB)","₹16,237",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera5000 mAh Battery1 Year Brand Warranty,4.2,https://www.flipkart.com/redmi-note-13-5g-arctic-white-128-gb/p/itm82475e073eb2e?pid=MOBGXYWXEJMWZYUR&lid=LSTMOBGXYWXEJMWZYURWG1PRI&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_4_77&otracker=search&otracker1=search&fm=organic&iid=6ac9d014-6ba4-4ebb-a7fb-38aa774b891e.MOBGXYWXEJMWZYUR.SEARCH&ppt=None&ppn=None&ssid=e0y091wgsg0000001720472121585&qH=22bbfb4cd5d2103a
"REDMI Note 13 5G (Prism Gold, 128 GB)","₹16,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://www.flipkart.com/redmi-note-13-5g-prism-gold-128-gb/p/itm13789a8972b0d?pid=MOBGZDPUQR9EXUAY&lid=LSTMOBGZDPUQR9EXUAY2PYWA7&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_4_78&otracker=search&otracker1=search&fm=organic&iid=6ac9d014-6ba4-4ebb-a7fb-38aa774b891e.MOBGZDPUQR9EXUAY.SEARCH&ppt=None&ppn=None&ssid=e0y091wgsg0000001720472121585&qH=22bbfb4cd5d2103a
"Tecno Pova 5 Pro 5G (Silver Fantasy, 256 GB)","₹15,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.22 cm (6.78 inch) Full HD+ Display50MP + 0.08MP | 16MP Front Camera5000 mAh BatteryMediaTek Dimensity 6080 ProcessorDomestic Warranty of 12 Months on Phone & 6 Months on Accessories,4.2,https://www.flipkart.com/tecno-pova-5-pro-5g-silver-fantasy-256-gb/p/itme6afc56397696?pid=MOBGTKBPKNY2GQEK&lid=LSTMOBGTKBPKNY2GQEKR3IP5D&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_4_79&otracker=search&otracker1=search&fm=organic&iid=6ac9d014-6ba4-4ebb-a7fb-38aa774b891e.MOBGTKBPKNY2GQEK.SEARCH&ppt=None&ppn=None&ssid=e0y091wgsg0000001720472121585&qH=22bbfb4cd5d2103a
"IQOO Z9 5G (Graphene Blue, 128 GB)","₹19,015",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5000 mAh Battery1 Year,4.3,https://www.flipkart.com/iqoo-z9-5g-graphene-blue-128-gb/p/itmc431d04755bcd?pid=MOBGZF3HFWSFMEE6&lid=LSTMOBGZF3HFWSFMEE67UDECW&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_4_80&otracker=search&otracker1=search&fm=organic&iid=6ac9d014-6ba4-4ebb-a7fb-38aa774b891e.MOBGZF3HFWSFMEE6.SEARCH&ppt=None&ppn=None&ssid=e0y091wgsg0000001720472121585&qH=22bbfb4cd5d2103a
"POCO X6 5G (Skyline Blue, 256 GB)","₹18,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://www.flipkart.com/poco-x6-5g-skyline-blue-256-gb/p/itmf956f31d6383d?pid=MOBHY76SBFNZRSJH&lid=LSTMOBHY76SBFNZRSJHU53ULC&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_4_81&otracker=search&otracker1=search&fm=organic&iid=6ac9d014-6ba4-4ebb-a7fb-38aa774b891e.MOBHY76SBFNZRSJH.SEARCH&ppt=None&ppn=None&ssid=e0y091wgsg0000001720472121585&qH=22bbfb4cd5d2103a
"OnePlus Nord CE 2 Lite 5G (Blue Tide, 128 GB)","₹17,595",6 GB RAM | 128 GB ROM16.74 cm (6.59 inch) Display64MP Rear Camera | 16MP Front Camera5000 mAh Battery12 Months,4.4,https://www.flipkart.com/oneplus-nord-ce-2-lite-5g-blue-tide-128-gb/p/itm7acae55b999e6?pid=MOBGMFREBAHZQGY9&lid=LSTMOBGMFREBAHZQGY9QI18PF&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_4_82&otracker=search&otracker1=search&fm=organic&iid=6ac9d014-6ba4-4ebb-a7fb-38aa774b891e.MOBGMFREBAHZQGY9.SEARCH&ppt=None&ppn=None&ssid=e0y091wgsg0000001720472121585&qH=22bbfb4cd5d2103a
"REDMI Note 13 5G (Prism Gold, 256 GB)","₹19,999",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1,https://www.flipkart.com/redmi-note-13-5g-prism-gold-256-gb/p/itm6d94a60fda9f5?pid=MOBGZDPUFHVYNZHA&lid=LSTMOBGZDPUFHVYNZHAFQTVCZ&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_4_83&otracker=search&otracker1=search&fm=organic&iid=6ac9d014-6ba4-4ebb-a7fb-38aa774b891e.MOBGZDPUFHVYNZHA.SEARCH&ppt=None&ppn=None&ssid=e0y091wgsg0000001720472121585&qH=22bbfb4cd5d2103a
"SAMSUNG Galaxy M14 5G (ICY Silver, 128 GB)","₹11,749",4 GB RAM | 128 GB ROM | Expandable Upto 128 GB16.76 cm (6.6 inch) Full HD Display50MP + 50MP | 1920MP + 2MP Dual Front Camera6000 mAh BatteryExynos Processor1 year for handset and 6 month for accessories,4.2,https://www.flipkart.com/samsung-galaxy-m14-5g-icy-silver-128-gb/p/itm922004d76b4f7?pid=MOBGZWT39QURPZEF&lid=LSTMOBGZWT39QURPZEFBGWN3I&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_4_84&otracker=search&otracker1=search&fm=organic&iid=6ac9d014-6ba4-4ebb-a7fb-38aa774b891e.MOBGZWT39QURPZEF.SEARCH&ppt=None&ppn=None&ssid=e0y091wgsg0000001720472121585&qH=22bbfb4cd5d2103a
"realme narzo 70 5G (Ice Blue, 128 GB)","₹14,844",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP Rear Camera5000 mAh Battery1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3,https://www.flipkart.com/realme-narzo-70-5g-ice-blue-128-gb/p/itm0d29cc0b3111b?pid=MOBHYAU55TRQYJ7Q&lid=LSTMOBHYAU55TRQYJ7QVAA6BU&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_4_85&otracker=search&otracker1=search&fm=organic&iid=6ac9d014-6ba4-4ebb-a7fb-38aa774b891e.MOBHYAU55TRQYJ7Q.SEARCH&ppt=None&ppn=None&ssid=e0y091wgsg0000001720472121585&qH=22bbfb4cd5d2103a
"realme Narzo 70 Pro 5G (Green, 128 GB)","₹17,460",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5000 mAh Battery1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3,https://www.flipkart.com/realme-narzo-70-pro-5g-green-128-gb/p/itm5f12ccbe8d955?pid=MOBGZ5M4BFG2M8H5&lid=LSTMOBGZ5M4BFG2M8H5DIWSSK&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_4_86&otracker=search&otracker1=search&fm=organic&iid=6ac9d014-6ba4-4ebb-a7fb-38aa774b891e.MOBGZ5M4BFG2M8H5.SEARCH&ppt=None&ppn=None&ssid=e0y091wgsg0000001720472121585&qH=22bbfb4cd5d2103a
"realme Narzo 70 Pro 5G (Gold, 128 GB)","₹17,032",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera | 16MP Front Camera5000 mAh Battery1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3,https://www.flipkart.com/realme-narzo-70-pro-5g-gold-128-gb/p/itm5f12ccbe8d955?pid=MOBGZ5M6PATZHMTP&lid=LSTMOBGZ5M6PATZHMTPRWZZSY&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_4_87&otracker=search&otracker1=search&fm=organic&iid=6ac9d014-6ba4-4ebb-a7fb-38aa774b891e.MOBGZ5M6PATZHMTP.SEARCH&ppt=None&ppn=None&ssid=e0y091wgsg0000001720472121585&qH=22bbfb4cd5d2103a
"REDMI Note 13 5G (Stealth Black, 256 GB)","₹18,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1,https://www.flipkart.com/redmi-note-13-5g-stealth-black-256-gb/p/itmcb11b273b3f9e?pid=MOBGZDPU2JPZY3HM&lid=LSTMOBGZDPU2JPZY3HMDAOZ3V&marketplace=FLIPKART&q=mobile+under+20000&store=tyy%2F4io&srno=s_4_88&otracker=search&otracker1=search&fm=organic&iid=6ac9d014-6ba4-4ebb-a7fb-38aa774b891e.MOBGZDPU2JPZY3HM.SEARCH&ppt=None&ppn=None&ssid=e0y091wgsg0000001720472121585&qH=22bbfb4cd5d2103a
